TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
354,species,kelgoo1,Kelp Goose,Chloephaga hybrida,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,kelgoo1
357,species,ashgoo1,Ashy-headed Goose,Chloephaga poliocephala,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,ashgoo1
358,species,ruhgoo1,Ruddy-headed Goose,Chloephaga rubidiceps,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,ruhgoo1
359,spuh,chloep1,Chloephaga sp.,Chloephaga sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,chloep1
360,species,radshe1,Radjah Shelduck,Radjah radjah,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,radshe1
363,species,egygoo,Egyptian Goose,Alopochen aegyptiaca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,egygoo
364,species,rudshe,Ruddy Shelduck,Tadorna ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,rudshe
365,species,soashe1,South African Shelduck,Tadorna cana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,soashe1
366,species,ausshe1,Australian Shelduck,Tadorna tadornoides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,ausshe1
367,species,parshe1,Paradise Shelduck,Tadorna variegata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,parshe1
368,species,comshe,Common Shelduck,Tadorna tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,comshe
369,hybrid,x00876,Ruddy x Common Shelduck (hybrid),Tadorna ferruginea x tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00876
370,species,creshe1,Crested Shelduck,Tadorna cristata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,creshe1
371,species,spwgoo1,Spur-winged Goose,Plectropterus gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spwgoo1
372,issf,spwgoo2,Spur-winged Goose (Northern),Plectropterus gambensis gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spwgoo1
373,issf,spwgoo3,Spur-winged Goose (Southern),Plectropterus gambensis niger,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spwgoo1
374,species,flystd1,Flying Steamer-Duck,Tachyeres patachonicus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,flystd1
375,species,flistd1,Flightless Steamer-Duck,Tachyeres pteneres,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,flistd1
376,species,falstd1,Falkland Steamer-Duck,Tachyeres brachypterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,falstd1
377,species,whhstd1,White-headed Steamer-Duck,Tachyeres leucocephalus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whhstd1
378,spuh,steame1,steamer-duck sp.,Tachyeres sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,steame1
379,species,creduc1,Crested Duck,Lophonetta specularioides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,creduc1
382,species,speduc2,Spectacled Duck,Speculanas specularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,speduc2
383,species,musduc,Muscovy Duck,Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,musduc
384,domestic,musduc3,Muscovy Duck (Established Feral),Cairina moschata (Established Feral),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,musduc
385,domestic,musduc2,Muscovy Duck (Domestic type),Cairina moschata (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,musduc2
386,species,grnpyg1,Green Pygmy-Goose,Nettapus pulchellus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,grnpyg1
387,species,copgoo1,Cotton Pygmy-Goose,Nettapus coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,copgoo1
390,species,afrpyg1,African Pygmy-Goose,Nettapus auritus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,afrpyg1
391,species,rintea1,Ringed Teal,Callonetta leucophrys,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,rintea1
392,species,wooduc,Wood Duck,Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,wooduc
393,species,manduc,Mandarin Duck,Aix galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,manduc
394,hybrid,x00833,Wood x Mandarin Duck (hybrid),Aix sponsa x galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00833
395,species,manduc1,Maned Duck,Chenonetta jubata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,manduc1
396,species,bratea1,Brazilian Teal,Amazonetta brasiliensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,bratea1
399,species,bluduc1,Blue Duck,Hymenolaimus malacorhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,bluduc1
400,species,torduc1,Torrent Duck,Merganetta armata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,torduc1
407,species,saltea1,Salvadori's Teal,Salvadorina waigiuensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,saltea1
408,species,baitea,Baikal Teal,Sibirionetta formosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,baitea
409,species,gargan,Garganey,Spatula querquedula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gargan
410,species,hottea1,Hottentot Teal,Spatula hottentota,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,hottea1
411,species,siltea1,Silver Teal,Spatula versicolor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,siltea1
414,species,puntea1,Puna Teal,Spatula puna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,puntea1
415,species,buwtea,Blue-winged Teal,Spatula discors,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,buwtea
416,species,cintea,Cinnamon Teal,Spatula cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,cintea
422,hybrid,bwxtea1,Blue-winged x Cinnamon Teal (hybrid),Spatula discors x cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,bwxtea1
423,slash,y00314,Blue-winged/Cinnamon Teal,Spatula discors/cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,y00314
424,species,redsho1,Red Shoveler,Spatula platalea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,redsho1
425,species,capsho1,Cape Shoveler,Spatula smithii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,capsho1
426,species,aussho1,Australian Shoveler,Spatula rhynchotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,aussho1
427,species,norsho,Northern Shoveler,Spatula clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,norsho
428,hybrid,x00836,Garganey x Northern Shoveler (hybrid),Spatula querquedula x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00836
429,hybrid,x00629,Blue-winged Teal x Northern Shoveler (hybrid),Spatula discors x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00629
430,hybrid,x00630,Cinnamon Teal x Northern Shoveler (hybrid),Spatula cyanoptera x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00630
431,species,gadwal,Gadwall,Mareca strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gadwal
432,issf,gadwal1,Gadwall (Common),Mareca strepera strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gadwal
433,issf,gadwal2,Gadwall (Coues's),Mareca strepera couesi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gadwal
434,hybrid,x00457,Northern Shoveler x Gadwall (hybrid),Spatula clypeata x Mareca strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00457
435,species,falduc,Falcated Duck,Mareca falcata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,falduc
436,species,eurwig,Eurasian Wigeon,Mareca penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,eurwig
437,hybrid,x00723,Gadwall x Eurasian Wigeon (hybrid),Mareca strepera x penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00723
438,species,amewig,American Wigeon,Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,amewig
439,hybrid,x00877,Wood Duck x American Wigeon (hybrid),Aix sponsa x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00877
440,hybrid,x00777,Northern Shoveler x American Wigeon (hybrid),Spatula clypeata x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00777
441,hybrid,x00724,Gadwall x American Wigeon (hybrid),Mareca strepera x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00724
442,hybrid,x00421,Eurasian x American Wigeon (hybrid),Mareca penelope x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00421
443,slash,y00670,Eurasian/American Wigeon,Mareca penelope/americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,y00670
444,species,chiwig1,Chiloe Wigeon,Mareca sibilatrix,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,chiwig1
445,species,afbduc1,African Black Duck,Anas sparsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,afbduc1
448,species,yebduc1,Yellow-billed Duck,Anas undulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebduc1
451,species,melduc1,Meller's Duck,Anas melleri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,melduc1
452,species,pabduc1,Pacific Black Duck,Anas superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,pabduc1
456,species,layduc,Laysan Duck,Anas laysanensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,layduc
457,species,hawduc,Hawaiian Duck,Anas wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,hawduc
458,species,phiduc1,Philippine Duck,Anas luzonica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,phiduc1
459,species,isbduc1,Indian Spot-billed Duck,Anas poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,isbduc1
462,species,spbduc,Eastern Spot-billed Duck,Anas zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spbduc
463,slash,y00830,Indian/Eastern Spot-billed Duck,Anas poecilorhyncha/zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,y00830
464,species,mallar3,Mallard,Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mallar3
467,domestic,mallar2,Mallard (Domestic type),Anas platyrhynchos (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mallar2
468,hybrid,mdxmal1,Muscovy Duck x Mallard (hybrid),Cairina moschata x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mdxmal1
469,hybrid,x00205,Wood Duck x Mallard (hybrid),Aix sponsa x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00205
470,hybrid,x00612,Northern Shoveler x Mallard (hybrid),Spatula clypeata x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00612
471,hybrid,x00420,Gadwall x Mallard (hybrid),Mareca strepera x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00420
472,hybrid,x00647,Eurasian Wigeon x Mallard (hybrid),Mareca penelope x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00647
473,hybrid,x00611,American Wigeon x Mallard (hybrid),Mareca americana x Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00611
474,hybrid,x00760,Yellow-billed Duck x Mallard (hybrid),Anas undulata x platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00760
475,hybrid,x00458,Mallard x Pacific Black Duck (hybrid),Anas platyrhynchos x superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00458
476,hybrid,x00834,Mallard x Indian Spot-billed Duck (hybrid),Anas platyrhynchos x poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00834
477,hybrid,x00835,Mallard x Eastern Spot-billed Duck (hybrid),Anas platyrhynchos x zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00835
478,hybrid,x00423,Mallard x Hawaiian Duck (hybrid),Anas platyrhynchos x wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00423
479,species,mexduc,Mexican Duck,Anas diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mexduc
480,hybrid,mallar4,Mallard x Mexican Duck (hybrid),Anas platyrhynchos x diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mallar4
481,slash,mallar,Mallard/Mexican Duck,Anas platyrhynchos/diazi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,mallar
482,species,ambduc,American Black Duck,Anas rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,ambduc
483,hybrid,x00004,Mallard x American Black Duck (hybrid),Anas platyrhynchos x rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00004
484,slash,y00600,Mallard/American Black Duck,Anas platyrhynchos/rubripes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,y00600
485,species,motduc,Mottled Duck,Anas fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,motduc
486,issf,motduc1,Mottled Duck (Florida),Anas fulvigula fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,motduc
487,issf,motduc2,Mottled Duck (Gulf Coast),Anas fulvigula maculosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,motduc
488,hybrid,x00422,Mallard x Mottled Duck (hybrid),Anas platyrhynchos x fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00422
489,slash,y00632,Mallard/Mottled Duck,Anas platyrhynchos/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,y00632
490,hybrid,y01098,Mallard x Mexican/Mottled Duck (hybrid),Anas platyrhynchos x diazi/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,y01098
491,hybrid,x00922,Mexican x Mottled Duck (hybrid),Anas diazi x fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00922
492,slash,y01099,Mexican/Mottled Duck,Anas diazi/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,y01099
493,slash,y00633,American Black/Mottled Duck,Anas rubripes/fulvigula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,y00633
494,species,captea1,Cape Teal,Anas capensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,captea1
495,species,whcpin,White-cheeked Pintail,Anas bahamensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whcpin
496,issf,whcpin1,White-cheeked Pintail (White-cheeked),Anas bahamensis bahamensis/rubrirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whcpin
499,issf,whcpin2,White-cheeked Pintail (Galapagos),Anas bahamensis galapagensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whcpin
500,hybrid,x00778,Mallard x White-cheeked Pintail (hybrid),Anas platyrhynchos x bahamensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00778
501,species,rebduc1,Red-billed Duck,Anas erythrorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,rebduc1
502,species,norpin,Northern Pintail,Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,norpin
503,hybrid,x00837,Baikal Teal x Northern Pintail (hybrid),Sibirionetta formosa x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00837
504,hybrid,x00610,Gadwall x Northern Pintail (hybrid),Mareca strepera x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00610
505,hybrid,x00761,Eurasian Wigeon x Northern Pintail (hybrid),Mareca penelope x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00761
506,hybrid,x00196,American Wigeon x Northern Pintail (hybrid),Mareca americana x Anas acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00196
507,hybrid,x00628,Mallard x Northern Pintail (hybrid),Anas platyrhynchos x acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00628
508,hybrid,x00674,American Black Duck x Northern Pintail (hybrid),Anas rubripes x acuta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00674
509,species,eatpin1,Eaton's Pintail,Anas eatoni,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,eatpin1
512,species,yebpin1,Yellow-billed Pintail,Anas georgica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebpin1
513,issf,yebpin2,Yellow-billed Pintail (South Georgia),Anas georgica georgica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebpin1
514,issf,yebpin3,Yellow-billed Pintail (South American),Anas georgica spinicauda/niceforoi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebpin1
517,species,gnwtea,Green-winged Teal,Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
518,issf,egwtea1,Green-winged Teal (Eurasian),Anas crecca crecca/nimia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
521,issf,agwtea1,Green-winged Teal (American),Anas crecca carolinensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
522,intergrade,gnwtea1,Green-winged Teal (intergrade),Anas crecca crecca/nimia x carolinensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gnwtea
523,slash,y00766,Garganey/Green-winged Teal,Spatula querquedula/Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,y00766
524,hybrid,x00673,Blue-winged x Green-winged Teal (hybrid),Spatula discors x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00673
525,hybrid,x00763,Cinnamon x Green-winged Teal (hybrid),Spatula cyanoptera x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00763
526,hybrid,x00762,Gadwall x Green-winged Teal (hybrid),Mareca strepera x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00762
527,hybrid,x00646,American Wigeon x Green-winged Teal (hybrid),Mareca americana x Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00646
528,hybrid,x00670,Mallard x Green-winged Teal (hybrid),Anas platyrhynchos x crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00670
529,hybrid,x00725,Northern Pintail x Green-winged Teal (hybrid),Anas acuta x crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00725
530,species,spetea3,Andean Teal,Anas andium,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spetea3
531,issf,andtea2,Andean Teal (Merida),Anas andium altipetens,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spetea3
532,issf,andtea3,Andean Teal (Andean),Anas andium andium,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spetea3
533,species,yebtea1,Yellow-billed Teal,Anas flavirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebtea1
534,issf,spetea2,Yellow-billed Teal (flavirostris),Anas flavirostris flavirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebtea1
535,issf,spetea4,Yellow-billed Teal (oxyptera),Anas flavirostris oxyptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,yebtea1
536,slash,spetea1,Andean/Yellow-billed Teal,Anas andium/flavirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,spetea1
537,species,andtea1,Andaman Teal,Anas albogularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,andtea1
538,species,suntea1,Sunda Teal,Anas gibberifrons,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,suntea1
539,species,gretea1,Gray Teal,Anas gracilis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,gretea1
542,hybrid,x00926,Pacific Black Duck x Gray Teal (hybrid),Anas superciliosa x gracilis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00926
543,species,chetea1,Chestnut Teal,Anas castanea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,chetea1
544,hybrid,x00925,Pacific Black Duck x Chestnut Teal (hybrid),Anas superciliosa x castanea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00925
545,hybrid,x00913,Gray x Chestnut Teal (hybrid),Anas gracilis x castanea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00913
546,species,bertea1,Bernier's Teal,Anas bernieri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,bertea1
547,species,auitea1,Auckland Islands Teal,Anas aucklandica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,auitea1
548,species,caitea1,Campbell Islands Teal,Anas nesiotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,caitea1
549,species,brotea1,Brown Teal,Anas chlorotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,brotea1
550,hybrid,x00878,Mallard x Brown Teal (hybrid),Anas platyrhynchos x chlorotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00878
551,spuh,anas1,Anas sp.,Anas sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,anas1
552,spuh,teal,teal sp.,Anatidae sp. (teal sp.),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,teal
553,spuh,dabduc1,dabbling duck sp.,Anatidae sp. (dabbling duck sp.),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,dabduc1
554,species,pieduc1,Pink-eared Duck,Malacorhynchus membranaceus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,pieduc1
555,species,martea1,Marbled Teal,Marmaronetta angustirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,martea1
556,species,pihduc1,Pink-headed Duck,Rhodonessa caryophyllacea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,pihduc1
557,species,whwduc1,White-winged Duck,Asarcornis scutulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,whwduc1
558,species,recpoc,Red-crested Pochard,Netta rufina,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,recpoc
559,hybrid,x00648,Mallard x Red-crested Pochard (hybrid),Anas platyrhynchos x Netta rufina,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,x00648
560,species,soupoc1,Southern Pochard,Netta erythrophthalma,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,soupoc1
563,species,robpoc1,Rosy-billed Pochard,Netta peposaca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,robpoc1
564,species,canvas,Canvasback,Aythya valisineria,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,canvas
565,species,redhea,Redhead,Aythya americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",,redhea
